fit_name,response_model,predictor_set,predictor,target,scale,mean,median,sd,lower_95,upper_95,probability_positive,probability_negative,probability_direction
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,anxiety,stable_logit_alpha,logit(alpha),0.2508679773181815,0.2501209,0.37814137497920636,-0.48833717800000004,0.98792603925,0.7505,0.2495,0.7505
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,anxiety,volatile_alpha_change_per_1SD,raw alpha,0.0253859730732484,0.019124688,0.07039440329917158,-0.0987515676,0.17889034,0.6241666666666666,0.37583333333333335,0.6241666666666666
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,anxiety,volatile_logit_alpha,logit(alpha),0.110106193949708,0.10668554,0.3601037244626866,-0.58888271725,0.8090267544999997,0.6241666666666666,0.37583333333333335,0.6241666666666666
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,relative_difference_alpha_change_per_1SD,difference in raw alpha,-0.05807609563232745,-0.0557016325,0.08252722952830452,-0.23101351275,0.10177010299999997,0.23216666666666666,0.7678333333333334,0.7678333333333334
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,relative_difference_log_alpha_change_per_1SD,difference in log(alpha),-0.263298701730527,-0.26275703,0.40545849436144177,-1.057250855,0.5151881724999987,0.26016666666666666,0.7398333333333333,0.7398333333333333
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,relative_difference_logit_alpha,difference in logit(alpha),-0.34164842027349,-0.341362815,0.506625078364196,-1.345620345,0.6385322364999996,0.251,0.749,0.749
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,stable_alpha_change_per_1SD,raw alpha,0.015419444531543834,0.00918367625,0.05562980048822134,-0.08143012189999999,0.14482851049999976,0.5806666666666667,0.41933333333333334,0.5806666666666667
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,stable_logit_alpha,logit(alpha),0.07313153577084666,0.0770117025,0.3692165807390836,-0.64466771325,0.7934961174999996,0.5806666666666667,0.41933333333333334,0.5806666666666667
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,volatile_alpha_change_per_1SD,raw alpha,-0.042656651049476184,-0.0441684765,0.06285392984663628,-0.16782652425,0.08837111614999993,0.22883333333333333,0.7711666666666667,0.7711666666666667
M4_block_alpha_full_response__attachment_dimensions,M4_block_alpha_full_response,attachment_dimensions,avoidance,volatile_logit_alpha,logit(alpha),-0.26851688440927,-0.26951532,0.36348133427130036,-0.97888523425,0.4482817024999995,0.22883333333333333,0.7711666666666667,0.7711666666666667
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,relative_difference_alpha_change_per_1SD,difference in raw alpha,-0.052814479649594834,-0.052846782,0.09249723424611968,-0.2363339485,0.12967409349999984,0.2765,0.7235,0.7235
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,relative_difference_log_alpha_change_per_1SD,difference in log(alpha),-0.2672483534959902,-0.26514971,0.417097956774889,-1.091298815,0.5456836732499997,0.26066666666666666,0.7393333333333333,0.7393333333333333
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,relative_difference_logit_alpha,difference in logit(alpha),-0.33590103146811,-0.33511249,0.5355492709572648,-1.3715291425,0.7233327940000001,0.26166666666666666,0.7383333333333333,0.7383333333333333
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,stable_alpha_change_per_1SD,raw alpha,0.0394107871474985,0.0311222095,0.06315365649359228,-0.06655351795,0.1862550532499997,0.7281666666666666,0.2718333333333333,0.7281666666666666
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,stable_logit_alpha,logit(alpha),0.23336781574738666,0.233195035,0.3824540523541135,-0.520992048,0.9792087257499998,0.7281666666666666,0.2718333333333333,0.7281666666666666
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,volatile_alpha_change_per_1SD,raw alpha,-0.013403692511576333,-0.017506567,0.06918395767949534,-0.14020210300000002,0.13812648849999992,0.396,0.604,0.604
M4_block_alpha_full_response__attachment_insecurity,M4_block_alpha_full_response,attachment_insecurity,insecurity,volatile_logit_alpha,logit(alpha),-0.10253321554332,-0.10300442,0.3823123898621684,-0.8432210675,0.6438891972499998,0.396,0.604,0.604
